seed,scenario,method,temporal,view,regime,window,support,n_cells,positive_cells,tp,fp,fn,tn,precision,recall,f1,clean_channel_fpr,average_precision,top1_localization,localization_rows,bystander_fpr,bystander_cells,clean_row_alarm_rate,score_coverage,common_complete_row_fraction,top1_random_baseline,all_faults_row_recall,exact_fault_set_rate,selected_cells,native_score_coverage,common_row_fraction,all_timeline_recall,all_timeline_f1,unavailable_positive_fraction,post_event_cells,post_event_fpr,false_onsets_per_1000_clean_cells
42,steady_m05,regime_conditional,point,clean,warehouse,stable,common,2064,0,0,36,0,2028,0.0,,0.0,0.01744186046511628,,,0,,0,0.04941860465116279,1.0,1.0,,,,2160,1.0,0.9555555555555556,,0.0,,94,0.02127659574468085,16.95736434108527
42,steady_m05,regime_conditional,point,clean,transit_smooth,all,own,2160,0,0,20,0,2140,0.0,,0.0,0.009259259259259259,,,0,,0,0.027777777777777776,1.0,1.0,,,,2160,1.0,0.9555555555555556,,0.0,,84,0.023809523809523808,9.25925925925926
42,steady_m05,regime_conditional,point,clean,transit_smooth,all,common,2064,0,0,19,0,2045,0.0,,0.0,0.009205426356589148,,,0,,0,0.027616279069767442,1.0,1.0,,,,2160,1.0,0.9555555555555556,,0.0,,84,0.023809523809523808,9.205426356589147
42,steady_m05,regime_conditional,point,clean,transit_smooth,stable,own,2160,0,0,20,0,2140,0.0,,0.0,0.009259259259259259,,,0,,0,0.027777777777777776,1.0,1.0,,,,2160,1.0,0.9555555555555556,,0.0,,84,0.023809523809523808,9.25925925925926
42,steady_m05,regime_conditional,point,clean,transit_smooth,stable,common,2064,0,0,19,0,2045,0.0,,0.0,0.009205426356589148,,,0,,0,0.027616279069767442,1.0,1.0,,,,2160,1.0,0.9555555555555556,,0.0,,84,0.023809523809523808,9.205426356589147
42,steady_m05,regime_conditional,point,clean,transit_rough,all,own,2160,0,0,26,0,2134,0.0,,0.0,0.012037037037037037,,,0,,0,0.034722222222222224,1.0,1.0,,,,2160,1.0,0.9555555555555556,,0.0,,90,0.03333333333333333,12.037037037037036
42,steady_m05,regime_conditional,point,clean,transit_rough,all,common,2064,0,0,25,0,2039,0.0,,0.0,0.012112403100775194,,,0,,0,0.03488372093023256,1.0,1.0,,,,2160,1.0,0.9555555555555556,,0.0,,90,0.03333333333333333,12.112403100775193
42,steady_m05,regime_conditional,point,clean,transit_rough,stable,own,2160,0,0,26,0,2134,0.0,,0.0,0.012037037037037037,,,0,,0,0.034722222222222224,1.0,1.0,,,,2160,1.0,0.9555555555555556,,0.0,,90,0.03333333333333333,12.037037037037036
42,steady_m05,regime_conditional,point,clean,transit_rough,stable,common,2064,0,0,25,0,2039,0.0,,0.0,0.012112403100775194,,,0,,0,0.03488372093023256,1.0,1.0,,,,2160,1.0,0.9555555555555556,,0.0,,90,0.03333333333333333,12.112403100775193
42,steady_m05,regime_conditional,ewma,clean,all,all,own,6480,0,0,53,0,6427,0.0,,0.0,0.008179012345679013,,,0,,0,0.024074074074074074,1.0,1.0,,,,6480,1.0,0.9555555555555556,,0.0,,270,0.011111111111111112,6.635802469135802
42,steady_m05,regime_conditional,ewma,clean,all,all,common,6192,0,0,52,0,6140,0.0,,0.0,0.008397932816537468,,,0,,0,0.024709302325581394,1.0,1.0,,,,6480,1.0,0.9555555555555556,,0.0,,268,0.011194029850746268,6.782945736434108
42,steady_m05,regime_conditional,ewma,clean,all,stable,own,6480,0,0,53,0,6427,0.0,,0.0,0.008179012345679013,,,0,,0,0.024074074074074074,1.0,1.0,,,,6480,1.0,0.9555555555555556,,0.0,,270,0.011111111111111112,6.635802469135802
42,steady_m05,regime_conditional,ewma,clean,all,stable,common,6192,0,0,52,0,6140,0.0,,0.0,0.008397932816537468,,,0,,0,0.024709302325581394,1.0,1.0,,,,6480,1.0,0.9555555555555556,,0.0,,268,0.011194029850746268,6.782945736434108
42,steady_m05,regime_conditional,ewma,clean,warehouse,all,own,2160,0,0,19,0,2141,0.0,,0.0,0.008796296296296297,,,0,,0,0.02638888888888889,1.0,1.0,,,,2160,1.0,0.9555555555555556,,0.0,,96,0.010416666666666666,6.018518518518518
42,steady_m05,regime_conditional,ewma,clean,warehouse,all,common,2064,0,0,19,0,2045,0.0,,0.0,0.009205426356589148,,,0,,0,0.027616279069767442,1.0,1.0,,,,2160,1.0,0.9555555555555556,,0.0,,94,0.010638297872340425,6.2984496124031
42,steady_m05,regime_conditional,ewma,clean,warehouse,stable,own,2160,0,0,19,0,2141,0.0,,0.0,0.008796296296296297,,,0,,0,0.02638888888888889,1.0,1.0,,,,2160,1.0,0.9555555555555556,,0.0,,96,0.010416666666666666,6.018518518518518
42,steady_m05,regime_conditional,ewma,clean,warehouse,stable,common,2064,0,0,19,0,2045,0.0,,0.0,0.009205426356589148,,,0,,0,0.027616279069767442,1.0,1.0,,,,2160,1.0,0.9555555555555556,,0.0,,94,0.010638297872340425,6.2984496124031
42,steady_m05,regime_conditional,ewma,clean,transit_smooth,all,own,2160,0,0,12,0,2148,0.0,,0.0,0.005555555555555556,,,0,,0,0.016666666666666666,1.0,1.0,,,,2160,1.0,0.9555555555555556,,0.0,,84,0.0,4.62962962962963
42,steady_m05,regime_conditional,ewma,clean,transit_smooth,all,common,2064,0,0,11,0,2053,0.0,,0.0,0.005329457364341085,,,0,,0,0.015988372093023256,1.0,1.0,,,,2160,1.0,0.9555555555555556,,0.0,,84,0.0,4.3604651162790695
42,steady_m05,regime_conditional,ewma,clean,transit_smooth,stable,own,2160,0,0,12,0,2148,0.0,,0.0,0.005555555555555556,,,0,,0,0.016666666666666666,1.0,1.0,,,,2160,1.0,0.9555555555555556,,0.0,,84,0.0,4.62962962962963
42,steady_m05,regime_conditional,ewma,clean,transit_smooth,stable,common,2064,0,0,11,0,2053,0.0,,0.0,0.005329457364341085,,,0,,0,0.015988372093023256,1.0,1.0,,,,2160,1.0,0.9555555555555556,,0.0,,84,0.0,4.3604651162790695
42,steady_m05,regime_conditional,ewma,clean,transit_rough,all,own,2160,0,0,22,0,2138,0.0,,0.0,0.010185185185185186,,,0,,0,0.029166666666666667,1.0,1.0,,,,2160,1.0,0.9555555555555556,,0.0,,90,0.022222222222222223,9.25925925925926
